V1,V2,V3,V4,V5,V6,all_text.df
17.000 kr/md,Ubegrænset,Lejlighed,Solbjerg,363 m²,5 værelser,"Lejlighed, Mustrupvej, 8355 Solbjerg.                          Her udbydes en sjælden stor ejendom til leje. Her er plads til den store familie og mulighed for at indrette sig delvist med kontorer eller lign. i den ene del af boligen.  Selve ejendommen er oprindeligt fra 1750, men er ombygget i 2010 og totalrenoveret indenfor de seneste år. I dag fremstår ejendommen både moderne og velholdt, ligesom der er isoleret efter alle standarter, etableret jordvarmeanlæg hvormed ejendommen har fået en vurdering B i den gældende energimærkerapport.  Ejendommen ligger i landlige omgivelser med store høje træer til at skræme grunden fra vejen og med fri udsigt til marker. Der er dog få kilometer til Solbjerg, hvor der er mulighed for indkøb, skole, daginstitution, idrætsforening og svømmehal mv. Kort fra ejendommen er der desuden også etableret en skovbørnehave.  Ejendommen består i stueplan af stor rummelig entré med klinkegulv som leder til en stor stue med glasparti i endegavlen, som lukker lys og natur ind i boligen. Har man behov for kontorpladser, atelier eller lign. er dette en oplagt mulighed for dette.  Entreen er sammenhængende med en fordelingsgang, der leder til 2 gode værelser samt badeværelse med brus. Derudover adgang til en stor, rummelig stue delvist med fuld loftshøjde og smukke fritlagte spær. Her findes trappen til ejendommens 1. sal. Fra stuen har man udgang til en stor rundet træterrasse. I sammenhæng med stuen findes desuden et lyst køkken med god skabs- og bordplads samt alt i hårde hvidevarer. Herfra adgang til et bryggers, ligeledes med god plads, vaskesøjle og adgang til viktolialierum.  Trappen til 1.sal fører til en stor åben repos med flere indretningsmuligheder. Her er endnu 2 store værelser, hvoraf det ene er af størrelse, hvormed det sagtens kan benyttes som stue eller lign. Her er store vinduespartier med smuk landlig udsigt.  Derudover byder 1.salen også på stort badeværelse med både kar og brus.                                                                                                                                                                                      Forudbetalt leje: Kontakt udlejer                                  Depositum: 51.000                                  A/C-forbrug: Kontakt udlejer                              Ledig: Efter aftale                                  Indrykket: 3. februar 2019                              Muligvis tilladt - spørg udlejer                               Sagsnummer: 1487216"
7.929 kr/md,Ubegrænset,Lejlighed,Randers C,97 m²,3 værelser,"Lejlighed, Niels Brocks Gade, 8900 Randers C.                          Afdelingen ligger i Randers midtby. Afdelingen er etagebyggeri i 4 plan med elevator og er opført i 2004.  I boligerne er der komfur, emhætte og forberedt til installering af vaskemaskine. Boligerne på 1, 2 og 3 sal har altan dog er der en 2 vær. bolig på 3 sal der har stor lækker tagterrasse med udsigt over Randers Fjord. I alle opholdsrum er der bøge-parketgulve i ba d er der gulvklinker. Der er porttelefonanlæg ved hoveddøren hvorfra man kan ringe til de enkelte beboere og blive låst ind. I stueetage er indrettet pulterrum med hængelås tilpasset låsesystemet. Ved afdelingen er der super dejlige grønne arealer ved siden af - en park med lækker lejeplads og mulighed for at bevæge sig.                                                                                                                                                                                      Forudbetalt leje: 0                                  Depositum: 22.900                                  A/C-forbrug: 971                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr tilladt                               Sagsnummer: 1497584"
6.700 kr/md,Ubegrænset,Lejlighed,Odder,98 m²,3 værelser,"Lejlighed, Rosensgade, 8300 Odder, etage: 1 SAL.                          3 værelse lejlighed udlejes istandsat, med   istandsat  køkken og badeværelse. Badeværelse er med fliser fra gulv til loft og gulvvarme. Afhøvlede gulve. Der er dørtelefon, adgang til   vaskehus der er med i huslejen.  lejlighedens areal er. 98 m2  Lejlighederne er beliggende i flot ejendom.  meget   central beliggende i Odder midtby.  Køkkenet er med køle/fryse skab - komfur   - emhætte.  Stor depot rum i kælderen.  Flere muligheder for net forbindelse og tv   signal.                                                                                                                                                                                      Forudbetalt leje: 6.700                                  Depositum: 20.100                                  A/C-forbrug: 800                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Muligvis tilladt - spørg udlejer                               Sagsnummer: 1500128"
3.800 - 5.100 kr/md,Ubegrænset,Lejlighed                  Ungdomsbolig,Aarhus N,36 - 39 m²,1 værelser,"Lejlighed, Jens Baggesens Vej, 8200 Aarhus N.                          Boliger har køkken som er forbundet med stuen. Der er skabe i køkken og værelse. I badeværelset er der fliser i brusenichen.  Ungdomsboligerne ligger tæt på Storcenter Nord, samt offentlig transport. Der findes et kælderrum til alle boliger, vaskeri samt cykelkælder. Nogle boliger har også altan.   Der er elevator i ejendommen samt mulighed for parkering.   BEMÆRK, at udlejer kræver opskrivning til venteliste samt dokumentation for, at man er under uddannelse.                                                                                                                                            Der findes i alt 43 lignende lejemål af denne type.                                  Ungdomsbolig                                              Altan/terasse                      Elevator                                                                                                Forudbetalt leje: Kontakt udlejer                                  Depositum: 11.400 - 15.200                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1487164"
5.700 - 7.800 kr/md,Ubegrænset,Lejlighed                  Ungdomsbolig,Aarhus N,62 - 68 m²,2 værelser,"Lejlighed, Jens Baggesens Vej, 8200 Aarhus N.                          Boliger har et selvstændigt køkken, hvor er kan være plads til et lille spisested. Der er skabe i køkken og værelse. I badeværelset er der fliser i brusenichen.  Ungdomsboligerne ligger tæt på Storcenter Nord, samt offentlig transport. Der findes et kælderrum til alle boliger, vaskeri samt cykelkælder. Nogle boliger har også altan.   Der er elevator i ejendommen samt mulighed for parkering.   BEMÆRK, at udlejer kræver opskrivning til venteliste samt dokumentation for, at man er under uddannelse.                                                                                                                                            Der findes i alt 19 lignende lejemål af denne type.                                  Ungdomsbolig                                              Altan/terasse                      Elevator                                                                                                Forudbetalt leje: Kontakt udlejer                                  Depositum: 17.100 - 23.400                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1487165"
4.032 kr/md,Ubegrænset,Lejlighed,Them,54 m²,2 værelser,"Lejlighed, Silkeborgvej, 8653 Them.                          Antal værelser: 2  Antal m2: 54  Husleje. 4.032 kr.  Indskud: 13.100 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, vær derfor opmærksom på reglerne omkring dette.  Der kan forekomme ventetid på 0-6 måneder.  Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                Vær opmærksom på at boligselskabet opkræver gebyr for indmelding.                                                      Altan/terasse                                                                                                Forudbetalt leje: Kontakt udlejer                                  Depositum: 13.100                                  A/C-forbrug: 722                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr tilladt Der må holdes 1 indekat                              Sagsnummer: 1483234"
4.886 kr/md,Ubegrænset,Lejlighed,Them,62 m²,2 værelser,"Lejlighed, Silkeborgvej, 8653 Them.                          Antal værelser: 2  Antal m2: 62  Husleje. 4.886 kr.  Indskud: 16.000 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, vær derfor opmærksom på reglerne omkring dette.  Der kan forekomme ventetid på 0-6 måneder.  Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                Vær opmærksom på at boligselskabet opkræver gebyr for indmelding.                                                      Altan/terasse                                                                                                Forudbetalt leje: Kontakt udlejer                                  Depositum: 16.000                                  A/C-forbrug: 860                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr tilladt Der må holdes 1 indekat                              Sagsnummer: 1483235"
3.582 kr/md,Ubegrænset,Lejlighed,Them,44 m²,2 værelser,"Lejlighed, Silkeborgvej, 8653 Them.                          Antal værelser: 2  Antal m2: 44  Husleje. 3.582 kr.  Indskud: 11.800 kr.  Post nummer: 8653  By: Them  Denne bolig er en del af et almennyttigt boligselskab, vær derfor opmærksom på reglerne omkring dette.  Der kan forekomme ventetid på 0-6 måneder.  Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                Vær opmærksom på at boligselskabet opkræver gebyr for indmelding.                                                      Altan/terasse                                                                                                Forudbetalt leje: Kontakt udlejer                                  Depositum: 11.800                                  A/C-forbrug: 654                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr tilladt Der må holdes 1 indekat                              Sagsnummer: 1483102"
4.200 kr/md,Ubegrænset,Værelse,Aarhus C,14 m²,1 værelser,"Værelse, Mønsgade, 8000 Aarhus C.                          Jeg udlejer et værelse på ca. 14-15 kvm fra 1/4 (som udgangspunkt, men evt. med mulighed for overtagelse tidligere) med et stort, lækkert klædeskab.  Lejeperioden er i første omgang begrænset til 1/1 2020, men med god mulighed for forlængelse.  Værelset, der vender ud mod baggården, er en del af en 2-værelses lejlighed, der derudover består af nyere køkken, bad/toilet og entré. Ejendommen er perfekt beliggende i Aarhus C i det grønne område omkring Botanisk Have og Den Gamle By. Ejendommen ligger i gåafstand fra centrum og Universitetsparken. Du kommer til at dele herlighederne med mig (Nathalie) på 25 år og medicinstuderende på 10. semester.  Jeg søger en M/K over 23 år og studerende (sidstnævnte er et krav pga. muligheden for boligstøtte).  Prisen er inkl. el, vand, varme, internet, tv (mellempakke), licens og indboforsikring - boligstøtten er medregnet.  Der adgang til gratis vask, tørretumbler og tørrerum i kælderen, overdækket cykelparkering i baggården samt aflåst cykelkælder. Udover depositum er 2 mdr. forudbetalt leje (og dermed 2 mdr. opsigelse) - dette kan dog være til forhandling.  Skriv gerne lidt om dig selv, hvis du er interesseret i at leje værelset!                                                                                                                                                                                      Forudbetalt leje: 0                                  Depositum: 12.600                                  A/C-forbrug: Kontakt udlejer                              Ledig: 1. april 2019                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1371300"
4.395 kr/md,Ubegrænset,Lejlighed,Randers C,70 m²,3 værelser,"Lejlighed, Fredensgade, 8900 Randers C, etage: 2. TH.                          Antal værelser: 3  Antal m2: 70  Husleje. 4.395 kr.  Post nummer: 8900  By: Randers C                                                                                                                                                                                      Forudbetalt leje: 8.790                                  Depositum: 13.185                                  A/C-forbrug: 500                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1500005"
6.500 kr/md,Ubegrænset,Lejlighed,Randers C,103 m²,3 værelser,"Lejlighed, Østervold, 8900 Randers C, etage: 3. dør 14.                          Antal værelser: 3  Antal m2: 103  Husleje. 6.500 kr.  Post nummer: 8900  By: Randers C                                                                                                                                            Delevenlig                                                                                                                        Forudbetalt leje: 6.500                                  Depositum: 19.500                                  A/C-forbrug: 900                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1482855"
4.615 kr/md,Ubegrænset,Lejlighed,Randers C,72 m²,2 værelser,"Lejlighed, Danmarksgade, 8900 Randers C, etage: 3. TH.                          Antal værelser: 2  Antal m2: 72  Husleje. 4.615 kr.  Post nummer: 8900  By: Randers C                                                                                                                                                                                      Forudbetalt leje: 4.615                                  Depositum: 13.845                                  A/C-forbrug: 500                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1482864"
6.900 kr/md,Ubegrænset,Lejlighed,Randers C,104 m²,3 værelser,"Lejlighed, Vestergrave, 8900 Randers C, etage: dør 8.                          Antal værelser: 3  Antal m2: 104  Husleje. 6.900 kr.  Post nummer: 8900  By: Randers C                                                                                                                                            Delevenlig                                                                                                                        Forudbetalt leje: 6.900                                  Depositum: 20.700                                  A/C-forbrug: 1.150                              Ledig: Straks                                  Indrykket: 3. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1482854"
4.993 kr/md,Ubegrænset,Lejlighed,Randers NV,63 m²,2 værelser,"Lejlighed, Asavænget, 8920 Randers NV, etage: 1. tv.                          Der er adgang til vaskeri.  Hvis du ønsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis ændres.  Ingen husdyr.  Roligt beliggende ejendom, tæt på børneinstitutioner og skoler og i gåafstand til indkøbsmuligheder. Der er stor fælles have med græsplæne til ejendommen.  Vaskefaciliteter henvises.  Dørtelefonanlæg. Altaner på de fleste lejemål. Afhøvlede massive trægulve.                                                                                                                                    Energimærke:                                                                                                  Forudbetalt leje: 4.993                                  Depositum: 14.978                                  A/C-forbrug: 500                              Ledig: 1. april 2019                                  Indrykket: 28. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1497424"
4.196 kr/md,Ubegrænset,Lejlighed,Randers NV,61 m²,2 værelser,"Lejlighed, Rindsvej, 8920 Randers NV, etage: 2. tv.                          Der er adgang til vaskeri.  Hvis du ønsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis ændres.  Ingen husdyr.  Roligt beliggende ejendom, tæt på børneinstitutioner og skoler og i gåafstand til indkøbsmuligheder. Der er stor fælles have med græsplæne til ejendommen.  Vaskefaciliteter henvises.  Altaner på de fleste lejemål. Afhøvlede massive trægulve.                                                                                                                                    Energimærke:                                                                                                  Forudbetalt leje: 4.196                                  Depositum: 12.588                                  A/C-forbrug: 500                              Ledig: 1. maj 2019                                  Indrykket: 28. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1497425"
7.796 kr/md,Ubegrænset,Lejlighed,Randers C,92 m²,3 værelser,"Lejlighed, Tøjhushavevej, 8900 Randers C.                          Tøjhushavekvarteret ligger centralt i direkte forbindelse med lystbådehavnen og med kun ca. 5 min. gang til Randers centrum. På trods af den centrale placering er der alligevel tale om et fredeligt og grønt område. Centralt v. skoler. Bebyggelsen er med i kvarterløft om energivenlige boliger. Der er elevator i ejendommene nr. Forbruget afregnes årligt. Der er fællesarealer og pulterrum til boligerne. Forbrug af elektricitet afregnes direkte til elværket. Fællesantenne afregnes direkte til leverandøren Der er en tidligere jernbaneremise, ligeledes få minutters gang fra ejendommen, hvor der er indrettet beboerhus og beboerværksted. Her kan der ligeledes lejes festlokale. TØJHUSHAVEVEJ. Ejendommen er opført i 2001 og er i 4 etager med udnyttet tagetage. Der er elevator. Byggeriet er udført på basis af det koncept for etagehuse af træ, som kaldes ”Casa Nova”. Byggesystemet består af lette elementer med bærende konstruktioner af træ. I boligerne er der komfur og emhætte. Der er forberedt til vaskemaskine og kondenstørretumbler i hver bolig. Til hver bolig er der altan. TØJHUSHAVEVEJ Der er kort afstand til bycentret med et stort udvalg i dagligvare- og specialbutikker. Der er endvidere en Netto butik, inden for kort afstand, som giver mulighed for indkøb af daglige fornødenheder. Skolemæssig; 0-6 klasse: Skoledistrikt: Østervangsskolen, 7-9 klasse: Skoledistrikt: Rismølleskolen, der begge ligger i en afstand på ca. femten min. Endvidere findes Randers private Realskole – som optager elever fra 0. – 10. klasse. Der er kort gåafstand. På Tøjhushavevej ligger endvidere den private skole; Randers Lille Skole, som optager elever fra 0. – 9. klasse Der en privat drevet børneinstitution; Tøjhushavens Børnehus, få minutters gang fra ejendommene. Alle boliger på Niels Ebbesens gade og Tøjhushavevej, har åbent køkken. Der er forberedt til vaskemaskine og kondenstørretumbler i hver bolig på Tøjhushavevej. Der er fransk altan. NIELS EBBESENSGADE 20 I de 2-vær. lejligheder er der komfur og emhætte. Der er ligeledes gjort klar til installation af opvaskemaskine. I de 1-vær. er der bordkomfur med 2 kogeplader. Der er fælles vaskefacilitet. TØJHUSHAVEVEJ. Afdelingen er i 3 etager med udnyttet tagetage. I boligerne er der komfur og emhætte. Endvidere er der fransk altan til hver bolig. Der er forberedt til installation af vaskemaskine i hver lejlighed. Der er ikke fællesvaskeri.                                                                                                                                            Se plantegning                                    Forudbetalt leje: Kontakt udlejer                                  Depositum: 24.700                                  A/C-forbrug: 955                              Ledig: Straks                                  Indrykket: 28. februar 2019                              Husdyr tilladt                               Sagsnummer: 1327167"
9.000 kr/md,Ubegrænset,Lejlighed,Hornslet,236 m²,5 værelser,"Lejlighed, Sønderholmvej, 8543 Hornslet.                          Antal værelser: 5  Antal m2: 236  Husleje. 9.000 kr.  Indskud: 27.000 kr.  Post nummer: 8543  By: Hornslet  Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                                                                      Forudbetalt leje: Kontakt udlejer                                  Depositum: 27.000                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 28. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1499933"
9.500 kr/md,Ubegrænset,Hus/villa,Hasselager,113 m²,4 værelser,"Hus/villa, Kildeagersøvej, 8361 Hasselager.                          Antal værelser: 4  Antal m2: 113  Husleje. 9.500 kr.  Indskud: 28.485 kr.  Post nummer: 8361  By: Hasselager                                                                                                Bemærk at udlejer kræver opskrivning på venteliste.                                              Energimærke:                                                        Delevenlig                                                                                                                        Forudbetalt leje: 18.990                                  Depositum: 28.485                                  A/C-forbrug: Kontakt udlejer                              Ledig: 1. marts 2019                                  Indrykket: 27. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1497240"
8.027 kr/md,Ubegrænset,Lejlighed,Aarhus C,59 m²,2 værelser,"Lejlighed, Christiansgade, 8000 Aarhus C, etage: 1. sal.                          I indre Aarhus ligger denne 2-værelses lejlighed.   Hele bygningen er total renoveret og man får derfor en lejlighed i en charmerende bygning, men med de nyeste materialer indvendigt.   Lejligheden består af entre, køkken og stue i åben forbindelse, stort badeværelse samt soveværelse.   Lejligheden er opført som en 1-værelses lejlighed, men der er senere blevet opsat vægge, sådan soveværelset nu er separat, og den er derfor nu en 2-værelses.   Til lejligheden medfølger vaskeri, cykelparkering, depotrum samt fælles gårdområde.   Kontakt for flere oplysninger og en fremvisning.                                                                                                                                                                                      Forudbetalt leje: 8.027                                  Depositum: 24.081                                  A/C-forbrug: 1.050                              Ledig: Straks                                  Indrykket: 1. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1503860"
8.250 kr/md,Ubegrænset,Lejlighed,Viby J,76 m²,3 værelser,"Lejlighed, Engtoften, 8260 Viby J, etage: stuen, lejl. 11.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                        Ikke delevenlig                                                                                    Forudbetalt leje: 24.750                                  Depositum: 24.750                                  A/C-forbrug: 1.100                              Ledig: 1. april 2019                                  Indrykket: 1. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1496584"
7.955 kr/md,Ubegrænset,Lejlighed,Viby J,73 m²,3 værelser,"Lejlighed, Onsholtvej, 8260 Viby J, etage: 1. sal.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                        Ikke delevenlig                                                                                    Forudbetalt leje: 7.955                                  Depositum: 23.865                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 1. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1496583"
8.250 kr/md,Ubegrænset,Lejlighed,Viby J,76 m²,3 værelser,"Lejlighed, Engtoften, 8260 Viby J, etage: stuen lejl. 4.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                        Ikke delevenlig                                                                                    Forudbetalt leje: 24.750                                  Depositum: 24.750                                  A/C-forbrug: 900                              Ledig: 1. marts 2019                                  Indrykket: 1. februar 2019                              Husdyr ikke tilladt                               Sagsnummer: 1442864"
6.875 kr/md,Ubegrænset,Lejlighed,Aarhus C,55 m²,1 værelser,"Lejlighed, Sønder Allé, 8000 Aarhus C, etage: stuen, lejl. 3.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                        Altan/terasse                                                                                                Forudbetalt leje: 20.625                                  Depositum: 20.625                                  A/C-forbrug: 700                              Ledig: 1. april 2019                                  Indrykket: 31. januar 2019                              Muligvis tilladt - spørg udlejer                               Sagsnummer: 1503728"
9.200 kr/md,Ubegrænset,Lejlighed,Aarhus C,101 m²,2 værelser,"Lejlighed, Amaliegade, 8000 Aarhus C, etage: 2. sal, lejl. 1.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                                                                  Forudbetalt leje: 27.600                                  Depositum: 27.600                                  A/C-forbrug: 700                              Ledig: 1. april 2019                                  Indrykket: 31. januar 2019                              Muligvis tilladt - spørg udlejer                               Sagsnummer: 1503726"
8.000 kr/md,Ubegrænset,Lejlighed,Aarhus C,92 m²,2 værelser,"Lejlighed, Amaliegade, 8000 Aarhus C, etage: 2. sal, lejl. 8.                          Hvis du er interesseret i lejemålet eller vil se flere detaljer, kan du klikke på knappen til højre.                                                                                                                                    Energimærke:                                                        Altan/terasse                                                                                                Forudbetalt leje: 24.000                                  Depositum: 24.000                                  A/C-forbrug: 1.100                              Ledig: 1. maj 2019                                  Indrykket: 31. januar 2019                              Muligvis tilladt - spørg udlejer                               Sagsnummer: 1503727"
10.000 kr/md,Ubegrænset,Lejlighed,Aarhus C,84 m²,3 værelser,"Lejlighed, Mariane Thomsens Gade, 8000 Aarhus C, etage: stuen, lejl. 4.                          Vi udbyder denne store 3 værelses lejlighed, beliggende med skøn udsigt mod Aarhus havn, kanalen og den ellers flotte arkitektur på Aarhus Ø. Lejligheden er indrettet med lyse gulve, Invita køkken med alt i hårde hvidevare fra Siemens samt badeværelse med gulvvarme og vaskemaskine og tørretumbler. Fra boligens rummelige køkkenalrum med store vinduer og plads til både sofa- og spiseplads, er der adgang til lejlighedens 2 værelser, hvor der i begge er god skabsplads. Det er også fra stuen at der er udgang til altan med udsigt mod havet, hvor de lune tider kan nydes hele dagen.   Området:   Med bolig i Isbjerget bor du tæt på Aarhus centrum – smilets by. Beliggende på spidsen af Aarhus Ø med udsigt udover Aarhus by, Marselisborg Skov, Aarhus Bugt og Kalø Vig og hele vejen til Helgenæs og Sletterhage. Her er boliger for enhver smag!   Ejendommen:   Isbjerget er opført med 10 etager og rummer alt fra 2 værelses lejligheder på 55 m2 til penthouselejligheder på 227 m2. Til hver bolig er et depotrum beliggende i forlængelse af ejendommens parkeringskælder. Her er mulighed for leje af parkeringskort som giver fri adgang til parkering på de blå pladser.   Isbjerget er et oplagt hjem til alle med sans for stil, arkitektur og livsnyderi. Her er plads til ægteparret der trænger til mindre vedligehold, den nybagte børnefamilie der skal bruge ekstra værelser og selvfølgelig den enlige der ønsker rolige omgivelser med udsigt til havet.  Bemærk:  - Fotos fra lejligheden på 2. sal. fra da ejendommen blev opført.  - Acontobeløb er individuelt på de forskellige typer. Kontakt for yderligere information herom.  - Her er mulighed for leje af parkeringsplads i Isbjergets parkeringskælder.                                                                                                                                            Delevenlig                                  Havudsigt                                  Altan/terasse                      Elevator                                          Ligger i naturskønt område                                                                        Forudbetalt leje: 10.000                                  Depositum: 30.000                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 31. januar 2019                              Kontakt udlejer                               Sagsnummer: 1498429"
12.000 kr/md,Ubegrænset,Lejlighed,Aarhus C,92 m²,2 værelser,"Lejlighed, Mariane Thomsens Gade, 8000 Aarhus C, etage: 6. sal, lejl. 1.                          Viudbyder denne store 2 værelses lejlighed, beliggende med skøn udsigt mod Aarhus havn, kanalen og den ellers flotte arkitektur på Aarhus Ø. Lejligheden er indrettet med lyse gulve, Invita køkken med alt i hårde hvidevare fra Siemens samt badeværelse med gulvvarme og vaskemaskine og tørretumbler. Fra boligens rummelige køkkenalrum med store vinduer og plads til både sofa- og spiseplads, er der adgang til lejlighedens entré, hvor indgang er til badeværelse og lejlighedens ene værelse. I værelset er her også skabsplads. Det er også fra stuen at der er udgang til altan med udsigt mod havet, hvor de lune tider kan nydes hele dagen.   Området:   Med bolig i Isbjerget bor du tæt på Aarhus centrum – smilets by. Beliggende på spidsen af Aarhus Ø med udsigt udover Aarhus by, Marselisborg Skov, Aarhus Bugt og Kalø Vig og hele vejen til Helgenæs og Sletterhage. Her er boliger for enhver smag!   Ejendommen:   Isbjerget er opført med 10 etager og rummer alt fra 2 værelses lejligheder på 55 m2 til penthouselejligheder på 227 m2. Til hver bolig er et depotrum beliggende i forlængelse af ejendommens parkeringskælder. Her er mulighed for leje af parkeringskort som giver fri adgang til parkering på de blå pladser.   Isbjerget er et oplagt hjem til alle med sans for stil, arkitektur og livsnyderi. Her er plads til ægteparret der trænger til mindre vedligehold, den nybagte børnefamilie der skal bruge ekstra værelser og selvfølgelig den enlige der ønsker rolige omgivelser med udsigt til havet.  Bemærk:  - Fotos fra lejligheden på 2. sal. fra da ejendommen blev opført.  - Acontobeløb er individuelt på de forskellige typer. Kontakt for yderligere information herom.  - Her er mulighed for leje af parkeringsplads i Isbjergets parkeringskælder.                                                                                                                                            Delevenlig                                              Altan/terasse                      Elevator                                          Ligger i naturskønt område                                                                        Forudbetalt leje: 12.000                                  Depositum: 36.000                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 31. januar 2019                              Kontakt udlejer                               Sagsnummer: 1498430"
20.000 kr/md,Ubegrænset,Lejlighed,Aarhus C,218 m²,4 værelser,"Lejlighed, Mariane Thomsens Gade, 8000 Aarhus C, etage: 9.                          Vi udbyder denne store penthouse lejlighed med 4 værelser, beliggende med skøn udsigt mod Aarhus havn, kanalen og den ellers flotte ar  kitektur på Aarhus Ø. Lejligheden er indrettet med åbne entré i boligens stueplan. Her er adgang til boligens 3 værelser, depotrum samt 2 badeværelser. I forlængelse af soveværelset er udgang til fantastisk altan. Her kan solen nydes direkte fra sengen hver morgen.   Lejlighedens 1. sal er indrettet med Invita køkken med alt i hårde hvidevare fra Siemens, i åben forbindelse til spisestuen og sofastue. Her udgang til lejligheden 2 ekstra altaner. Både fra stueplan og 1. salen er der en fantastisk udsigt fra de store vinduespartier.    Dette er en bolig der taler helt for sig selv og klar kræver en besigtigelse.   Området:   Med bolig i Isbjerget bor du tæt på Aarhus centrum – smilets by. Beliggende på spidsen af Aarhus Ø med udsigt udover Aarhus by, Marselisborg Skov, Aarhus Bugt og Kalø Vig og hele vejen til Helgenæs og Sletterhage. Her er boliger for enhver smag!   Ejendommen:   Isbjerget er opført med 10 etager og rummer alt fra 2 værelses lejligheder på 55 m2 til penthouselejligheder på 227 m2. Til hver bolig er et depotrum beliggende i forlængelse af ejendommens parkeringskælder. Her er mulighed for leje af parkeringskort som giver fri adgang til parkering på de blå pladser.   Isbjerget er et oplagt hjem til alle med sans for stil, arkitektur og livsnyderi. Her er plads til ægteparret der trænger til mindre vedligehold, den nybagte børnefamilie der skal bruge ekstra værelser og selvfølgelig den enlige der ønsker rolige omgivelser med udsigt til havet.  Bemærk:   Vi har 3 penthouselejligheder af denne I type:  7. sal: 218 kvm. - kr. 20.000,-  9. sal: 218 kvm. - kr. 20.000,-  9. sal: 218 kvm. - kr. 24.000,- (Spejlvendt - Alt i Gaggenau)   - Fotos fra lejligheden på 9. sal. fra da ejendommen blev opført.  - Acontobeløb er individuelt på de forskellige typer. Kontakt for yderligere information herom.  - Her er mulighed for leje af parkeringsplads i Isbjergets parkeringskælder.                                                                                                                                            Altan/terasse                      Elevator                                          Ligger i naturskønt område                                                                        Forudbetalt leje: 20.000                                  Depositum: 60.000                                  A/C-forbrug: Kontakt udlejer                              Ledig: Straks                                  Indrykket: 31. januar 2019                              Kontakt udlejer                               Sagsnummer: 1498434"
